,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,PassMath
26,male,group E,associate's degree,free/reduced,none,divorced,sometimes,yes,5,school_bus,5 - 10,yes
27,male,group E,,standard,,married,regularly,yes,1,school_bus,> 10,yes
29,female,group A,high school,standard,none,married,regularly,no,3,school_bus,5 - 10,yes
30,male,group D,some college,free/reduced,none,married,sometimes,,,private,5 - 10,yes
31,male,group C,some high school,standard,completed,single,never,yes,3,school_bus,5 - 10,yes
32,male,group E,associate's degree,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,yes
33,male,group C,master's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,yes
34,male,,,standard,none,single,never,yes,2,private,5 - 10,yes
35,male,group D,some college,standard,completed,married,never,no,1,school_bus,5 - 10,no
36,male,group A,some college,standard,,married,sometimes,yes,1,school_bus,5 - 10,no
37,male,group D,high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,yes
38,male,group C,some college,standard,completed,married,never,yes,4,school_bus,5 - 10,yes
39,male,group C,associate's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,yes
40,male,,high school,free/reduced,none,married,sometimes,yes,,school_bus,< 5,no
41,female,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,< 5,yes
42,male,group E,bachelor's degree,free/reduced,none,single,sometimes,no,2,school_bus,> 10,yes
43,female,group D,master's degree,standard,none,married,regularly,yes,1,,5 - 10,yes
44,female,group C,associate's degree,standard,none,married,,yes,2,private,5 - 10,no
45,male,group E,associate's degree,standard,,single,sometimes,yes,1,private,5 - 10,yes
46,female,group C,high school,standard,none,married,sometimes,no,3,private,5 - 10,yes
47,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,school_bus,5 - 10,no
48,male,,some college,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,yes
49,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,,private,< 5,yes
50,female,group D,some college,free/reduced,completed,single,never,no,1,,> 10,yes
51,female,group E,some college,standard,completed,divorced,regularly,no,2,private,> 10,yes
52,female,group C,high school,free/reduced,none,married,never,yes,3,private,5 - 10,no
53,male,group D,high school,free/reduced,none,divorced,regularly,no,5,,5 - 10,no
54,male,group C,some high school,free/reduced,none,married,regularly,no,,,5 - 10,yes
55,male,group B,high school,free/reduced,none,married,,yes,1,school_bus,5 - 10,no
56,female,group A,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,yes
57,female,group E,bachelor's degree,free/reduced,none,married,never,no,1,school_bus,5 - 10,yes
58,female,group E,some high school,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,yes
59,female,group D,some high school,standard,completed,divorced,never,no,1,,5 - 10,yes
60,female,group D,some high school,standard,none,married,regularly,no,2,school_bus,5 - 10,no
62,male,group B,some college,standard,completed,married,sometimes,yes,2,,< 5,yes
63,male,group D,high school,standard,none,married,sometimes,yes,2,school_bus,5 - 10,no
64,female,group C,high school,standard,none,single,never,no,3,school_bus,< 5,yes
65,male,group C,master's degree,free/reduced,none,divorced,never,no,2,school_bus,5 - 10,yes
66,female,group E,master's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,yes
67,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,yes
68,male,,high school,standard,completed,married,sometimes,yes,7,private,5 - 10,yes
69,female,,some high school,standard,none,married,sometimes,yes,1,private,> 10,yes
70,female,group D,associate's degree,standard,none,married,sometimes,no,1,school_bus,5 - 10,yes
71,male,group B,master's degree,standard,,married,sometimes,yes,,private,< 5,yes
72,female,group D,,standard,none,married,sometimes,yes,0,private,5 - 10,yes
73,male,group C,high school,standard,none,,sometimes,no,,private,5 - 10,yes
74,male,group D,high school,standard,none,,sometimes,yes,1,school_bus,5 - 10,yes
75,female,group C,associate's degree,free/reduced,none,married,sometimes,,2,school_bus,5 - 10,no
76,male,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,5 - 10,yes
77,male,,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,yes
78,male,group C,some high school,standard,none,single,regularly,no,3,private,< 5,yes
79,male,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,5 - 10,yes
80,male,group C,some high school,standard,none,married,never,no,2,private,5 - 10,no
81,male,group C,,free/reduced,none,married,sometimes,yes,7,school_bus,> 10,yes
82,male,group E,master's degree,free/reduced,none,widowed,regularly,no,3,school_bus,5 - 10,no
83,female,group D,some college,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,yes
84,female,group D,some college,standard,completed,divorced,sometimes,no,2,private,> 10,yes
85,male,group A,high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,yes
86,female,group A,some college,standard,none,divorced,never,yes,0,private,5 - 10,no
87,male,group D,high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,no
88,male,,high school,standard,none,married,sometimes,no,1,school_bus,5 - 10,yes
89,male,group E,some high school,standard,completed,single,sometimes,yes,1,private,< 5,yes
90,male,group C,high school,standard,none,,never,yes,0,school_bus,5 - 10,no
91,female,group A,some high school,standard,none,single,regularly,yes,2,private,5 - 10,yes
92,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,5 - 10,no
93,female,group B,high school,standard,none,married,regularly,yes,2,school_bus,5 - 10,yes
94,female,group D,high school,free/reduced,none,single,sometimes,no,2,school_bus,,yes
95,female,,some high school,standard,none,married,sometimes,yes,1,school_bus,> 10,no
96,male,group C,some high school,free/reduced,none,,regularly,no,3,private,< 5,no
97,female,group C,some high school,standard,none,divorced,sometimes,no,1,private,5 - 10,no
99,female,,some high school,standard,none,,sometimes,,1,private,< 5,yes
100,female,group B,bachelor's degree,standard,none,single,sometimes,yes,3,private,5 - 10,no
101,male,group E,high school,free/reduced,none,married,sometimes,yes,1,private,< 5,yes
102,male,group C,some college,free/reduced,none,married,sometimes,no,3,private,< 5,yes
103,male,group C,associate's degree,standard,completed,married,never,,1,,< 5,yes
104,male,group E,some college,standard,,married,regularly,yes,0,school_bus,< 5,yes
105,male,group C,high school,standard,completed,single,sometimes,no,1,school_bus,5 - 10,yes
106,male,,high school,standard,completed,married,sometimes,yes,2,school_bus,> 10,no
107,female,group C,master's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,yes
108,male,group E,high school,standard,none,married,regularly,yes,2,,5 - 10,yes
109,male,group B,master's degree,standard,completed,married,regularly,yes,5,school_bus,5 - 10,yes
110,male,group D,high school,free/reduced,none,married,sometimes,no,1,school_bus,5 - 10,yes
111,male,group C,bachelor's degree,standard,completed,widowed,sometimes,yes,5,school_bus,5 - 10,yes
112,male,group C,associate's degree,standard,completed,married,never,yes,5,school_bus,5 - 10,yes
113,female,group E,some college,standard,none,single,regularly,no,,school_bus,5 - 10,yes
114,male,,some college,standard,none,married,regularly,yes,3,private,< 5,yes
115,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,> 10,yes
116,male,group D,high school,standard,completed,married,never,no,2,private,5 - 10,yes
118,female,group C,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,no
119,male,group B,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,< 5,yes
120,male,group C,associate's degree,free/reduced,none,single,sometimes,no,4,school_bus,5 - 10,yes
121,female,group B,associate's degree,free/reduced,none,married,regularly,no,1,private,,no
122,male,group C,high school,free/reduced,none,married,sometimes,no,3,private,> 10,no
124,female,group E,some college,standard,completed,married,regularly,no,1,school_bus,5 - 10,yes
125,male,group B,some high school,free/reduced,none,divorced,regularly,no,1,private,5 - 10,yes
126,female,group D,associate's degree,standard,none,divorced,regularly,no,3,private,< 5,no
127,male,group C,some high school,standard,none,married,never,no,2,school_bus,5 - 10,yes
129,female,,master's degree,standard,completed,married,regularly,yes,0,,< 5,yes
130,male,group E,some high school,free/reduced,completed,,sometimes,yes,2,school_bus,< 5,yes
131,female,group C,high school,standard,none,divorced,sometimes,yes,0,private,5 - 10,yes
132,female,group D,high school,standard,none,divorced,never,yes,2,school_bus,< 5,no
133,male,group B,high school,free/reduced,none,divorced,sometimes,no,2,private,5 - 10,yes
134,female,group D,some high school,standard,none,married,sometimes,yes,0,school_bus,< 5,no
135,female,group B,some college,standard,none,divorced,,yes,1,school_bus,5 - 10,yes
136,male,group C,some college,standard,none,single,sometimes,yes,0,school_bus,5 - 10,yes
137,male,group E,associate's degree,free/reduced,none,,sometimes,yes,2,school_bus,5 - 10,yes
139,male,group D,bachelor's degree,free/reduced,none,married,regularly,no,3,school_bus,5 - 10,no
140,female,group E,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,5 - 10,yes
141,female,group C,some college,standard,none,married,regularly,yes,4,private,5 - 10,yes
142,female,group D,some college,standard,none,married,regularly,no,2,school_bus,> 10,yes
143,female,group B,master's degree,standard,completed,married,regularly,yes,4,,< 5,yes
144,male,group D,some high school,standard,none,married,never,no,3,private,,yes
145,female,group C,associate's degree,free/reduced,none,married,never,no,3,private,< 5,yes
146,male,group B,associate's degree,free/reduced,none,married,never,yes,3,school_bus,< 5,no
147,male,group C,high school,standard,none,married,never,yes,3,school_bus,> 10,no
148,female,group B,high school,standard,,single,sometimes,yes,4,school_bus,5 - 10,yes
149,female,group B,some high school,standard,completed,married,sometimes,yes,3,,< 5,yes
150,male,group A,high school,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,yes
151,male,group A,high school,free/reduced,completed,married,sometimes,yes,4,private,5 - 10,no
152,female,group C,some college,free/reduced,completed,married,,yes,1,school_bus,5 - 10,yes
153,female,group D,some college,standard,none,married,never,yes,3,school_bus,5 - 10,yes
154,male,group D,high school,standard,none,married,sometimes,yes,2,private,,yes
155,male,group C,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,< 5,no
156,female,group B,,standard,none,married,never,yes,0,private,5 - 10,no
157,female,group B,some college,free/reduced,none,married,regularly,yes,3,private,< 5,yes
159,male,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,> 10,no
160,female,group D,master's degree,standard,none,married,,yes,0,school_bus,5 - 10,yes
161,female,,,standard,none,married,regularly,yes,2,school_bus,< 5,no
162,female,group D,high school,free/reduced,none,single,regularly,yes,0,school_bus,5 - 10,no
163,male,group E,bachelor's degree,standard,,single,sometimes,yes,1,school_bus,5 - 10,yes
164,male,group D,some high school,free/reduced,completed,single,regularly,yes,1,private,5 - 10,no
165,female,group D,associate's degree,standard,completed,married,sometimes,yes,3,private,5 - 10,yes
166,female,group D,associate's degree,standard,none,single,sometimes,no,4,private,> 10,yes
167,male,group C,bachelor's degree,standard,none,married,sometimes,yes,1,private,> 10,yes
168,female,group B,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,> 10,yes
169,female,group C,master's degree,standard,none,single,sometimes,yes,,private,> 10,yes
170,female,group B,some high school,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,no
171,female,group D,some high school,standard,none,divorced,regularly,no,3,private,5 - 10,yes
172,male,group E,,standard,none,single,sometimes,yes,3,school_bus,5 - 10,yes
173,male,group C,master's degree,standard,,single,never,no,4,school_bus,5 - 10,no
174,female,group C,some college,free/reduced,none,married,sometimes,yes,1,private,5 - 10,yes
175,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,0,school_bus,< 5,yes
176,female,group A,some high school,standard,none,single,regularly,no,1,private,< 5,yes
178,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,4,school_bus,< 5,yes
179,male,group E,master's degree,free/reduced,none,,regularly,yes,7,school_bus,> 10,yes
180,male,group B,some college,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,yes
181,male,group E,high school,standard,none,married,sometimes,yes,0,private,< 5,yes
182,female,,some college,standard,completed,single,sometimes,yes,0,school_bus,> 10,no
183,female,group C,associate's degree,free/reduced,none,married,regularly,yes,1,private,5 - 10,yes
184,female,group E,,standard,none,married,regularly,yes,1,school_bus,5 - 10,yes
186,male,,some high school,standard,none,divorced,sometimes,yes,1,school_bus,5 - 10,yes
187,male,group B,some college,standard,none,married,never,,3,school_bus,< 5,no
188,female,group C,high school,standard,none,married,never,yes,1,private,5 - 10,yes
189,male,group C,some high school,standard,completed,single,regularly,no,2,private,< 5,yes
190,male,group D,some high school,standard,completed,,sometimes,yes,1,private,> 10,yes
191,male,group E,high school,standard,none,single,regularly,yes,0,school_bus,< 5,yes
192,male,group B,some high school,standard,completed,single,regularly,no,1,,> 10,yes
194,male,group C,associate's degree,standard,none,,never,no,,school_bus,> 10,yes
195,female,group C,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,no
196,female,group C,some college,standard,none,,regularly,yes,1,school_bus,5 - 10,yes
197,male,group D,associate's degree,standard,none,divorced,regularly,no,1,school_bus,5 - 10,yes
198,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,< 5,no
199,female,group B,some high school,standard,none,divorced,regularly,no,1,private,> 10,yes
200,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,4,school_bus,5 - 10,yes
201,female,group D,some college,standard,,married,,yes,1,private,5 - 10,no
202,male,group E,bachelor's degree,standard,completed,married,regularly,yes,,private,< 5,yes
203,female,group D,some college,standard,completed,married,sometimes,yes,1,school_bus,> 10,yes
204,female,group D,some college,standard,none,widowed,regularly,yes,2,private,< 5,yes
205,male,group E,some college,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,yes
206,male,group E,some college,standard,completed,single,regularly,yes,1,private,5 - 10,yes
207,male,group E,bachelor's degree,standard,,married,regularly,yes,0,school_bus,5 - 10,yes
208,male,group C,,standard,none,single,,no,,school_bus,< 5,yes
209,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,private,> 10,no
210,female,group B,master's degree,standard,completed,married,regularly,,2,school_bus,5 - 10,no
211,male,group A,associate's degree,standard,none,married,regularly,yes,2,private,< 5,yes
212,male,group C,,standard,none,married,sometimes,no,1,school_bus,5 - 10,yes
213,female,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 5,yes
215,male,group C,some high school,free/reduced,completed,divorced,regularly,no,2,,< 5,no
216,female,group D,some high school,free/reduced,completed,single,sometimes,no,3,school_bus,< 5,no
217,male,group B,some college,standard,none,widowed,sometimes,yes,2,school_bus,5 - 10,yes
218,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,,5 - 10,no
219,female,group C,associate's degree,free/reduced,none,,never,yes,3,school_bus,5 - 10,no
220,female,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,< 5,yes
221,female,group C,some college,free/reduced,none,widowed,sometimes,no,,private,5 - 10,yes
222,female,group C,,standard,none,single,regularly,no,5,,< 5,yes
223,female,group D,associate's degree,free/reduced,none,married,sometimes,no,2,private,< 5,no
224,male,group C,high school,standard,none,single,sometimes,yes,1,school_bus,5 - 10,yes
225,male,group B,associate's degree,standard,,single,sometimes,yes,3,school_bus,< 5,yes
226,male,group B,associate's degree,free/reduced,none,single,never,yes,0,private,5 - 10,no
227,female,group C,some high school,free/reduced,none,married,sometimes,no,4,,5 - 10,no
228,male,group E,some college,free/reduced,none,divorced,regularly,yes,3,school_bus,,yes
230,male,group C,some high school,standard,none,married,sometimes,yes,0,school_bus,< 5,no
231,male,group C,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,yes
232,male,group E,high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,yes
233,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,5 - 10,yes
234,male,group C,some college,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,yes
235,male,group C,,free/reduced,none,married,sometimes,yes,2,private,> 10,yes
236,male,group C,bachelor's degree,standard,none,divorced,never,yes,1,school_bus,> 10,yes
237,female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,> 10,yes
238,female,group E,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,5 - 10,yes
239,female,group C,high school,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,no
240,female,group C,some college,standard,none,single,regularly,yes,1,school_bus,< 5,yes
241,female,group B,associate's degree,standard,none,married,sometimes,no,,school_bus,5 - 10,no
242,female,group B,some college,free/reduced,none,,regularly,no,,school_bus,> 10,yes
243,female,group B,some college,standard,none,divorced,regularly,yes,4,school_bus,5 - 10,yes
244,female,group B,high school,standard,none,single,sometimes,no,3,private,5 - 10,yes
245,female,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,5 - 10,yes
246,male,group C,master's degree,free/reduced,none,single,sometimes,yes,2,private,< 5,yes
247,male,group C,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,yes
248,female,group D,some high school,standard,,single,sometimes,yes,2,,> 10,yes
249,female,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,no
250,male,group D,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,5 - 10,yes
251,female,group E,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,private,5 - 10,yes
252,male,group C,high school,standard,none,,sometimes,yes,1,private,< 5,yes
253,male,group A,associate's degree,standard,completed,married,sometimes,no,1,school_bus,5 - 10,yes
254,male,group E,high school,free/reduced,none,married,regularly,yes,2,school_bus,< 5,yes
255,male,group E,bachelor's degree,standard,completed,,regularly,no,1,private,5 - 10,yes
256,male,group E,high school,standard,completed,married,regularly,no,4,private,< 5,yes
257,female,group D,some college,standard,none,married,regularly,yes,4,school_bus,5 - 10,no
258,female,group D,associate's degree,standard,none,married,regularly,no,2,private,5 - 10,no
259,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,2,private,5 - 10,yes
260,female,group C,high school,free/reduced,completed,married,sometimes,no,3,school_bus,5 - 10,no
261,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,yes
262,female,group A,high school,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,no
263,male,group A,associate's degree,standard,none,married,sometimes,yes,5,school_bus,5 - 10,yes
264,male,group B,associate's degree,standard,none,married,never,no,1,school_bus,5 - 10,yes
265,female,group C,associate's degree,standard,completed,single,regularly,yes,2,private,5 - 10,no
266,female,group A,high school,standard,none,single,never,yes,1,school_bus,5 - 10,no
267,male,group D,associate's degree,standard,completed,married,regularly,yes,1,private,5 - 10,yes
268,female,group D,some college,standard,none,married,regularly,no,1,school_bus,< 5,no
269,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,1,private,5 - 10,yes
270,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,yes
271,female,group B,associate's degree,standard,none,widowed,sometimes,yes,2,school_bus,5 - 10,yes
272,female,group D,some high school,standard,completed,single,sometimes,yes,2,private,< 5,yes
273,female,group D,,free/reduced,completed,married,never,yes,4,school_bus,5 - 10,yes
274,male,group E,high school,free/reduced,completed,married,regularly,no,1,,> 10,yes
276,female,group B,high school,standard,none,married,sometimes,yes,4,private,< 5,yes
277,male,,associate's degree,standard,none,married,never,no,2,private,5 - 10,yes
279,female,group C,associate's degree,standard,none,married,regularly,yes,1,private,5 - 10,yes
280,female,group A,associate's degree,standard,completed,married,regularly,,4,school_bus,< 5,yes
281,male,group C,some college,standard,completed,divorced,regularly,yes,1,,< 5,yes
282,female,group D,some high school,free/reduced,none,single,regularly,yes,0,school_bus,5 - 10,yes
283,female,group C,bachelor's degree,free/reduced,completed,married,never,no,3,school_bus,5 - 10,yes
284,female,,some high school,free/reduced,completed,married,sometimes,yes,1,private,> 10,no
285,male,group B,some high school,standard,none,married,regularly,yes,1,school_bus,5 - 10,yes
286,male,group C,high school,standard,none,married,regularly,no,3,school_bus,5 - 10,no
287,male,group E,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,> 10,yes
288,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0,private,5 - 10,no
289,male,,some college,standard,none,married,sometimes,yes,2,private,< 5,yes
290,female,group D,some high school,free/reduced,none,divorced,sometimes,yes,,private,< 5,yes
291,female,group C,high school,standard,none,married,sometimes,yes,2,school_bus,5 - 10,yes
292,male,group D,some college,free/reduced,none,divorced,never,yes,4,,5 - 10,no
293,female,group D,high school,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,yes
294,male,group D,some high school,standard,,married,sometimes,,1,private,< 5,yes
295,male,group C,associate's degree,free/reduced,none,,never,yes,0,school_bus,< 5,yes
296,female,group B,some high school,standard,completed,single,sometimes,yes,2,private,> 10,no
297,female,group C,some high school,free/reduced,none,married,,no,4,school_bus,5 - 10,no
298,female,group C,associate's degree,standard,completed,single,regularly,,5,school_bus,5 - 10,yes
300,male,group B,,standard,none,single,sometimes,yes,3,private,> 10,yes
301,male,group C,some high school,free/reduced,none,married,sometimes,yes,1,,5 - 10,no
303,male,group E,some high school,standard,none,married,never,yes,,school_bus,> 10,yes
304,female,group C,some college,free/reduced,,single,sometimes,yes,1,private,5 - 10,no
305,male,group E,master's degree,standard,none,married,sometimes,no,2,school_bus,5 - 10,yes
306,female,group B,master's degree,free/reduced,none,widowed,regularly,no,,school_bus,5 - 10,yes
307,female,group B,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,yes
308,male,group E,some high school,standard,none,married,never,yes,1,school_bus,5 - 10,yes
309,female,group E,some high school,standard,none,married,regularly,yes,,school_bus,5 - 10,yes
310,male,group D,some high school,standard,,married,sometimes,yes,0,private,< 5,yes
311,male,group B,some high school,free/reduced,completed,divorced,sometimes,yes,1,school_bus,> 10,yes
312,male,group A,master's degree,standard,none,married,never,no,3,,< 5,yes
313,male,group C,associate's degree,free/reduced,none,married,regularly,,,private,5 - 10,yes
314,male,group E,some high school,standard,completed,married,sometimes,yes,2,school_bus,,yes
315,male,group D,some college,standard,none,married,regularly,no,,school_bus,< 5,yes
316,female,group A,some high school,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,yes
318,female,group C,associate's degree,standard,none,married,regularly,yes,6,,5 - 10,yes
319,male,group E,,free/reduced,none,divorced,sometimes,yes,3,,5 - 10,yes
320,male,group E,some college,standard,completed,single,sometimes,yes,3,school_bus,< 5,yes
321,female,group A,associate's degree,standard,none,divorced,sometimes,yes,,school_bus,5 - 10,yes
322,female,group D,associate's degree,free/reduced,none,,sometimes,no,,private,5 - 10,yes
323,female,group D,some high school,free/reduced,none,married,,yes,1,school_bus,5 - 10,no
324,female,,associate's degree,standard,none,married,sometimes,,2,school_bus,> 10,yes
325,female,group E,associate's degree,free/reduced,none,married,sometimes,no,1,private,5 - 10,yes
326,male,group E,some college,free/reduced,none,married,sometimes,yes,,private,> 10,yes
327,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,private,5 - 10,no
328,female,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,yes
329,female,group B,some college,standard,none,divorced,regularly,yes,0,school_bus,5 - 10,yes
331,female,group C,master's degree,standard,completed,single,regularly,yes,4,private,> 10,yes
332,male,group D,high school,free/reduced,none,single,sometimes,no,,school_bus,5 - 10,no
333,female,group D,some college,free/reduced,none,,sometimes,yes,2,private,< 5,no
335,male,group B,some college,standard,none,divorced,regularly,yes,2,school_bus,5 - 10,yes
336,male,group E,some high school,free/reduced,completed,married,regularly,yes,0,,< 5,yes
337,female,group C,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,yes
338,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,,5 - 10,no
339,male,group C,high school,standard,none,divorced,never,yes,2,school_bus,5 - 10,yes
340,male,group B,high school,standard,completed,married,sometimes,yes,2,,> 10,yes
341,male,group E,high school,free/reduced,completed,married,sometimes,yes,1,private,< 5,yes
342,male,,some high school,standard,none,single,regularly,yes,2,school_bus,5 - 10,no
343,male,group C,some college,standard,none,married,regularly,yes,2,school_bus,5 - 10,yes
344,male,group D,some high school,standard,none,married,sometimes,no,1,school_bus,5 - 10,yes
345,female,group D,bachelor's degree,free/reduced,completed,divorced,regularly,no,1,school_bus,5 - 10,yes
346,male,group E,some college,free/reduced,none,single,regularly,yes,2,school_bus,5 - 10,yes
347,female,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,no
348,female,group A,some college,free/reduced,completed,married,regularly,yes,2,private,> 10,no
349,male,group E,some college,standard,none,married,regularly,no,3,private,5 - 10,yes
350,male,group D,some high school,standard,completed,single,regularly,yes,4,private,< 5,yes
351,female,group D,,standard,completed,single,sometimes,yes,1,private,,yes
352,female,group D,some college,standard,completed,widowed,sometimes,no,1,school_bus,5 - 10,yes
353,female,group B,some college,free/reduced,completed,married,regularly,no,4,private,> 10,yes
354,male,group E,some college,free/reduced,none,divorced,sometimes,,4,private,< 5,yes
356,male,group B,some college,free/reduced,none,married,regularly,no,,school_bus,5 - 10,yes
357,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,4,school_bus,5 - 10,yes
358,male,group C,some college,standard,none,married,regularly,yes,1,school_bus,,no
359,male,group B,associate's degree,free/reduced,completed,married,sometimes,no,2,private,> 10,yes
360,female,group A,high school,standard,completed,married,regularly,yes,1,private,< 5,no
361,female,group B,some college,free/reduced,completed,married,regularly,yes,3,private,5 - 10,no
362,male,group C,master's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,yes
363,female,group C,some high school,free/reduced,completed,single,regularly,yes,3,school_bus,5 - 10,no
364,female,group C,some college,free/reduced,completed,single,never,yes,3,private,> 10,yes
365,male,group D,master's degree,standard,none,married,regularly,yes,0,private,< 5,yes
366,male,group B,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,yes
368,male,,associate's degree,standard,completed,divorced,sometimes,no,3,,5 - 10,yes
369,male,group C,some high school,free/reduced,completed,single,regularly,yes,1,school_bus,5 - 10,yes
370,female,,high school,standard,,married,regularly,yes,,school_bus,5 - 10,no
371,male,group C,some high school,standard,completed,divorced,regularly,no,4,,5 - 10,yes
373,female,group C,some high school,standard,none,divorced,sometimes,yes,0,private,< 5,yes
374,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,5 - 10,no
375,female,group C,associate's degree,standard,none,married,regularly,yes,2,private,> 10,yes
376,male,group C,,standard,completed,married,never,no,1,private,5 - 10,yes
377,male,group B,associate's degree,standard,none,divorced,sometimes,no,1,school_bus,5 - 10,yes
378,female,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,5 - 10,yes
379,female,group C,high school,free/reduced,completed,married,sometimes,no,3,private,5 - 10,no
380,male,group C,some high school,free/reduced,none,married,regularly,yes,1,school_bus,< 5,no
381,male,group C,high school,standard,completed,single,regularly,yes,0,private,5 - 10,no
382,female,,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,5 - 10,no
383,male,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,1,school_bus,5 - 10,yes
384,male,group A,some college,free/reduced,completed,married,sometimes,no,,school_bus,< 5,no
385,female,group C,some college,standard,none,divorced,sometimes,yes,4,school_bus,< 5,yes
386,female,group C,,standard,completed,single,regularly,no,2,private,5 - 10,no
387,female,group A,associate's degree,standard,none,married,sometimes,yes,1,private,5 - 10,no
388,female,group B,associate's degree,standard,none,married,regularly,no,2,school_bus,< 5,yes
389,male,,bachelor's degree,standard,none,married,regularly,yes,2,private,> 10,yes
390,female,group D,some high school,standard,none,,sometimes,yes,1,school_bus,> 10,no
391,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,private,5 - 10,yes
393,female,group C,some college,standard,none,married,regularly,no,1,school_bus,5 - 10,yes
394,male,group B,high school,free/reduced,completed,married,never,yes,0,school_bus,5 - 10,no
395,male,group B,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,no
396,female,group C,master's degree,standard,none,married,sometimes,,1,school_bus,< 5,yes
397,male,,high school,standard,none,married,sometimes,no,2,school_bus,5 - 10,yes
